;ExperimentName;Subject;Session;Age;Clock.Information;Display.RefreshRate;Group;Handedness;Name;RandomSeed;SessionDate;SessionTime;Sex;Block;blocklist;blocklist.Cycle;blocklist.Sample;blocklistp;blocklistp.Cycle;blocklistp.Sample;practisexp;Procedure[Block];Running[Block];Trial;Accuracy;blank.DurationError;blank.OnsetDelay;blank.OnsetTime;changecorrect;changedetected;changetype;firstG;firstL;matrix1.ACC;matrix1.CRESP;matrix1.DurationError;matrix1.OnsetDelay;matrix1.OnsetTime;matrix1.RESP;matrix1.RT;matrix1.RTTime;Procedure[Trial];Rating;rating.ACC;rating.CRESP;rating.DurationError;rating.OnsetDelay;rating.OnsetTime;rating.RESP;rating.RT;rating.RTTime;Running[Trial];s1;s2;s3;s4;s5;s6;s7;s8;s9;secondG;sencondL;triallist;triallist.Cycle;triallist.Sample;triallistp;triallistp.Cycle;triallistp.Sample;x9;y9
2;Hierarchical-CB-8-CIRCLE_v5;1;1;22;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">21712191420</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";0.0;1;diestro;cris;239250258;05-14-2017;15:58:50;mujer;2;1.0;1.0;1.0;;;;experimental;blockproc;blocklist;1;1;0;2;121230;7;7;GL;Z;O;0;;0;7;117428;{SPACE};3298;120726;trialproc;7;0;;-999999;8;121239;1;1569;122808;triallist;BMPs/Za.bmp;BMPs/Kh.bmp;BMPs/Cz.bmp;BMPs/Fk.bmp;BMPs/Kz.bmp;BMPs/Zn.bmp;BMPs/Zo.bmp;BMPs/Kf.bmp;BMPs/Mz.bmp;M;Z;21.0;1.0;1.0;;;;20;50
3;Hierarchical-CB-8-CIRCLE_v5;1;1;22;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">21712191420</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";0.0;1;diestro;cris;239250258;05-14-2017;15:58:50;mujer;2;1.0;1.0;1.0;;;;experimental;blockproc;blocklist;2;1;0;2;144686;3;3;L;M;F;0;;0;7;126082;{SPACE};18100;144182;trialproc;3;0;;-999999;8;144695;1;1715;146410;triallist;BMPs/Cz.bmp;BMPs/Na.bmp;BMPs/Mf.bmp;BMPs/Eu.bmp;BMPs/Nc.bmp;BMPs/Zu.bmp;BMPs/Kc.bmp;BMPs/Ec.bmp;BMPs/Ma.bmp;M;A;224.0;1.0;2.0;;;;80;50
4;Hierarchical-CB-8-CIRCLE_v5;1;1;22;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">21712191420</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";0.0;1;diestro;cris;239250258;05-14-2017;15:58:50;mujer;2;1.0;1.0;1.0;;;;experimental;blockproc;blocklist;3;1;0;2;158879;3;3;L;F;N;0;;0;6;149710;{SPACE};8665;158375;trialproc;3;0;;-999999;7;158887;1;958;159845;triallist;BMPs/Oh.bmp;BMPs/Mk.bmp;BMPs/Fn.bmp;BMPs/Nk.bmp;BMPs/Mf.bmp;BMPs/Hz.bmp;BMPs/Co.bmp;BMPs/Ko.bmp;BMPs/Fz.bmp;F;Z;917.0;1.0;3.0;;;;80;50
5;Hierarchical-CB-8-CIRCLE_v5;1;1;22;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">21712191420</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";0.0;1;diestro;cris;239250258;05-14-2017;15:58:50;mujer;2;1.0;1.0;1.0;;;;experimental;blockproc;blocklist;4;1;0;2;172130;5;5;GL;U;H;0;;0;7;163195;{SPACE};8431;171626;trialproc;5;0;;-999999;9;172140;1;1039;173179;triallist;BMPs/Ac.bmp;BMPs/Nh.bmp;BMPs/Of.bmp;BMPs/Oc.bmp;BMPs/Uh.bmp;BMPs/Ne.bmp;BMPs/Fa.bmp;BMPs/Ze.bmp;BMPs/Ha.bmp;H;A;398.0;1.0;4.0;;;;50;85
6;Hierarchical-CB-8-CIRCLE_v5;1;1;22;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">21712191420</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";0.0;1;diestro;cris;239250258;05-14-2017;15:58:50;mujer;2;1.0;1.0;1.0;;;;experimental;blockproc;blocklist;5;1;0;2;187942;4;4;GL;U;O;0;;0;6;176150;{SPACE};11288;187438;trialproc;4;0;;-999999;10;187953;1;905;188858;triallist;BMPs/Hu.bmp;BMPs/Mn.bmp;BMPs/Ef.bmp;BMPs/Uo.bmp;BMPs/Ma.bmp;BMPs/Ak.bmp;BMPs/Nz.bmp;BMPs/Eo.bmp;BMPs/Km.bmp;K;M;81.0;1.0;5.0;;;;71;73
7;Hierarchical-CB-8-CIRCLE_v5;1;1;22;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">21712191420</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";0.0;1;diestro;cris;239250258;05-14-2017;15:58:50;mujer;2;1.0;1.0;1.0;;;;experimental;blockproc;blocklist;6;1;0;2;201007;2;2;L;F;M;0;;0;7;191837;{SPACE};8666;200503;trialproc;2;0;;-999999;7;201015;1;1398;202413;triallist;BMPs/Zk.bmp;BMPs/Fm.bmp;BMPs/Nh.bmp;BMPs/Nz.bmp;BMPs/Nu.bmp;BMPs/Om.bmp;BMPs/Ah.bmp;BMPs/Zn.bmp;BMPs/Fz.bmp;F;Z;813.0;1.0;6.0;;;;71;28
8;Hierarchical-CB-8-CIRCLE_v5;1;1;22;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">21712191420</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";0.0;1;diestro;cris;239250258;05-14-2017;15:58:50;mujer;2;1.0;1.0;1.0;;;;experimental;blockproc;blocklist;7;1;0;2;210825;1;1;G;Z;U;0;;0;6;205364;{SPACE};4957;210321;trialproc;1;0;;-999999;9;210835;1;1331;212166;triallist;BMPs/Zu.bmp;BMPs/Ha.bmp;BMPs/Ck.bmp;BMPs/Hm.bmp;BMPs/Om.bmp;BMPs/Zk.bmp;BMPs/Zm.bmp;BMPs/Mo.bmp;BMPs/Eu.bmp;E;U;819.0;1.0;7.0;;;;50;15
9;Hierarchical-CB-8-CIRCLE_v5;1;1;22;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">21712191420</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";0.0;1;diestro;cris;239250258;05-14-2017;15:58:50;mujer;2;1.0;1.0;1.0;;;;experimental;blockproc;blocklist;8;1;0;2;222678;3;3;GL;U;N;0;;0;7;215037;{SPACE};7137;222174;trialproc;3;0;;-999999;7;222686;1;1144;223830;triallist;BMPs/Hc.bmp;BMPs/Of.bmp;BMPs/Un.bmp;BMPs/He.bmp;BMPs/Nk.bmp;BMPs/Eh.bmp;BMPs/Ue.bmp;BMPs/Ze.bmp;BMPs/Eo.bmp;E;O;211.0;1.0;8.0;;;;80;50
10;Hierarchical-CB-8-CIRCLE_v5;1;1;22;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">21712191420</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";0.0;1;diestro;cris;239250258;05-14-2017;15:58:50;mujer;2;1.0;1.0;1.0;;;;experimental;blockproc;blocklist;9;1;0;2;232176;5;5;G;M;E;0;;0;7;226884;{SPACE};4788;231672;trialproc;5;0;;-999999;7;232184;1;1066;233250;triallist;BMPs/Mk.bmp;BMPs/Ef.bmp;BMPs/Nz.bmp;BMPs/Oz.bmp;BMPs/Me.bmp;BMPs/Un.bmp;BMPs/Uf.bmp;BMPs/Fm.bmp;BMPs/Ne.bmp;N;E;654.0;1.0;9.0;;;;50;85
11;Hierarchical-CB-8-CIRCLE_v5;1;1;22;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">21712191420</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";0.0;1;diestro;cris;239250258;05-14-2017;15:58:50;mujer;2;1.0;1.0;1.0;;;;experimental;blockproc;blocklist;10;1;0;2;248389;5;5;G;A;K;0;;0;6;236346;{SPACE};11539;247885;trialproc;5;0;;-999999;8;248398;1;1144;249542;triallist;BMPs/Oz.bmp;BMPs/Nh.bmp;BMPs/Uf.bmp;BMPs/Ah.bmp;BMPs/Ak.bmp;BMPs/Mo.bmp;BMPs/Mh.bmp;BMPs/Az.bmp;BMPs/Nk.bmp;N;K;905.0;1.0;10.0;;;;50;85
12;Hierarchical-CB-8-CIRCLE_v5;1;1;22;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">21712191420</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";0.0;1;diestro;cris;239250258;05-14-2017;15:58:50;mujer;2;1.0;1.0;1.0;;;;experimental;blockproc;blocklist;11;1;0;2;257371;8;8;L;E;F;0;;0;6;252580;{SPACE};4287;256867;trialproc;8;0;;-999999;8;257380;1;1589;258969;triallist;BMPs/Ne.bmp;BMPs/Ck.bmp;BMPs/Fh.bmp;BMPs/Uk.bmp;BMPs/Uc.bmp;BMPs/Oz.bmp;BMPs/Az.bmp;BMPs/Ef.bmp;BMPs/Eh.bmp;E;H;620.0;1.0;11.0;;;;29;27
13;Hierarchical-CB-8-CIRCLE_v5;1;1;22;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">21712191420</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";0.0;1;diestro;cris;239250258;05-14-2017;15:58:50;mujer;2;1.0;1.0;1.0;;;;experimental;blockproc;blocklist;12;1;0;2;272264;2;2;L;K;Z;0;;0;6;261795;{SPACE};9965;271760;trialproc;2;0;;-999999;8;272273;1;1265;273538;triallist;BMPs/Ce.bmp;BMPs/Kz.bmp;BMPs/Kh.bmp;BMPs/Fo.bmp;BMPs/Ue.bmp;BMPs/Oe.bmp;BMPs/Hz.bmp;BMPs/Am.bmp;BMPs/Ke.bmp;K;E;334.0;1.0;12.0;;;;71;28
14;Hierarchical-CB-8-CIRCLE_v5;1;1;22;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">21712191420</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";0.0;1;diestro;cris;239250258;05-14-2017;15:58:50;mujer;2;1.0;1.0;1.0;;;;experimental;blockproc;blocklist;13;1;0;2;279992;2;2;GL;H;A;0;;0;6;276328;{SPACE};3160;279488;trialproc;2;0;;-999999;10;280003;1;976;280979;triallist;BMPs/Fc.bmp;BMPs/Ha.bmp;BMPs/Km.bmp;BMPs/On.bmp;BMPs/Kn.bmp;BMPs/Hn.bmp;BMPs/Uf.bmp;BMPs/Hu.bmp;BMPs/Co.bmp;C;O;54.0;1.0;13.0;;;;71;28
15;Hierarchical-CB-8-CIRCLE_v5;1;1;22;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">21712191420</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";0.0;1;diestro;cris;239250258;05-14-2017;15:58:50;mujer;2;1.0;1.0;1.0;;;;experimental;blockproc;blocklist;14;1;0;2;293193;5;5;L;Z;E;0;;0;6;284045;{SPACE};8644;292689;trialproc;5;0;;-999999;8;293202;1;1824;295026;triallist;BMPs/Um.bmp;BMPs/Zh.bmp;BMPs/Nc.bmp;BMPs/Mu.bmp;BMPs/Ze.bmp;BMPs/Fe.bmp;BMPs/Kh.bmp;BMPs/Za.bmp;BMPs/Zf.bmp;Z;F;991.0;1.0;14.0;;;;50;85
16;Hierarchical-CB-8-CIRCLE_v5;1;1;22;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">21712191420</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";0.0;1;diestro;cris;239250258;05-14-2017;15:58:50;mujer;2;1.0;1.0;1.0;;;;experimental;blockproc;blocklist;15;1;0;2;310391;5;5;L;N;A;0;;0;6;298373;{SPACE};11514;309887;trialproc;5;0;;-999999;11;310403;1;2141;312544;triallist;BMPs/An.bmp;BMPs/Hc.bmp;BMPs/Am.bmp;BMPs/Fm.bmp;BMPs/Na.bmp;BMPs/Hk.bmp;BMPs/Ca.bmp;BMPs/Mk.bmp;BMPs/Nh.bmp;N;H;471.0;1.0;15.0;;;;50;85
17;Hierarchical-CB-8-CIRCLE_v5;1;1;22;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">21712191420</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";0.0;1;diestro;cris;239250258;05-14-2017;15:58:50;mujer;2;1.0;1.0;1.0;;;;experimental;blockproc;blocklist;16;1;0;2;320116;6;6;G;K;M;0;;0;6;315719;{SPACE};3893;319612;trialproc;6;0;;-999999;7;320124;1;1504;321628;triallist;BMPs/Oz.bmp;BMPs/Ne.bmp;BMPs/Hk.bmp;BMPs/Uk.bmp;BMPs/Oa.bmp;BMPs/Km.bmp;BMPs/Ou.bmp;BMPs/Uo.bmp;BMPs/Om.bmp;O;M;868.0;1.0;16.0;;;;29;73
18;Hierarchical-CB-8-CIRCLE_v5;1;1;22;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">21712191420</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";0.0;1;diestro;cris;239250258;05-14-2017;15:58:50;mujer;2;1.0;1.0;1.0;;;;experimental;blockproc;blocklist;17;1;1;2;333685;4;4;G;U;C;0;;0;6;324836;{SPACE};8345;333181;trialproc;4;0;;-999999;11;333697;1;878;334575;triallist;BMPs/Eh.bmp;BMPs/Uk.bmp;BMPs/Ko.bmp;BMPs/Uc.bmp;BMPs/Zf.bmp;BMPs/Au.bmp;BMPs/Mh.bmp;BMPs/Uo.bmp;BMPs/Mc.bmp;M;C;815.0;1.0;17.0;;;;71;73
19;Hierarchical-CB-8-CIRCLE_v5;1;1;22;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">21712191420</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";0.0;1;diestro;cris;239250258;05-14-2017;15:58:50;mujer;2;1.0;1.0;1.0;;;;experimental;blockproc;blocklist;18;1;0;2;340727;1;1;G;K;U;0;;0;7;338132;{SPACE};2091;340223;trialproc;1;0;;-999999;7;340735;1;1267;342002;triallist;BMPs/Ku.bmp;BMPs/Hz.bmp;BMPs/Ha.bmp;BMPs/Eo.bmp;BMPs/Ka.bmp;BMPs/Ch.bmp;BMPs/Cu.bmp;BMPs/Eu.bmp;BMPs/Nu.bmp;N;U;787.0;1.0;18.0;;;;50;15
20;Hierarchical-CB-8-CIRCLE_v5;1;1;22;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">21712191420</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";0.0;1;diestro;cris;239250258;05-14-2017;15:58:50;mujer;2;1.0;1.0;1.0;;;;experimental;blockproc;blocklist;19;1;0;2;354082;4;4;GL;O;U;0;;0;6;345041;{SPACE};8536;353577;trialproc;4;0;;-999999;8;354091;1;1955;356046;triallist;BMPs/Zh.bmp;BMPs/Mn.bmp;BMPs/Zf.bmp;BMPs/Ou.bmp;BMPs/On.bmp;BMPs/Hn.bmp;BMPs/Fc.bmp;BMPs/Ao.bmp;BMPs/Ak.bmp;A;K;269.0;1.0;19.0;;;;71;73
21;Hierarchical-CB-8-CIRCLE_v5;1;1;22;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">21712191420</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";0.0;1;diestro;cris;239250258;05-14-2017;15:58:50;mujer;2;1.0;1.0;1.0;;;;experimental;blockproc;blocklist;20;1;0;2;369335;7;7;GL;O;E;0;;0;7;359114;{SPACE};9717;368831;trialproc;7;0;;-999999;7;369343;1;1368;370711;triallist;BMPs/Eo.bmp;BMPs/Zf.bmp;BMPs/Fh.bmp;BMPs/Hn.bmp;BMPs/Ec.bmp;BMPs/Ae.bmp;BMPs/Oe.bmp;BMPs/Nc.bmp;BMPs/Fm.bmp;F;M;331.0;1.0;20.0;;;;20;50
22;Hierarchical-CB-8-CIRCLE_v5;1;1;22;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">21712191420</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";0.0;1;diestro;cris;239250258;05-14-2017;15:58:50;mujer;2;1.0;1.0;1.0;;;;experimental;blockproc;blocklist;21;1;0;2;382695;1;1;G;U;A;0;;0;6;373596;{SPACE};8595;382191;trialproc;1;0;;-999999;10;382706;1;1128;383834;triallist;BMPs/Ua.bmp;BMPs/Hn.bmp;BMPs/Nk.bmp;BMPs/Km.bmp;BMPs/Ko.bmp;BMPs/Ze.bmp;BMPs/Kn.bmp;BMPs/Fa.bmp;BMPs/Ca.bmp;C;A;445.0;1.0;21.0;;;;50;15
23;Hierarchical-CB-8-CIRCLE_v5;1;1;22;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">21712191420</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-05-14T13:58:50Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";0.0;1;diestro;cris;239250258;05-14-2017;15:58:50;mujer;2;1.0;1.0;1.0;;;;experimental;blockproc;blocklist;22;1;0;2;402240;2;2;G;U;K;0;;0;6;386746;{SPACE};14990;401736;trialproc;2;0;;-999999;13;402254;1;1760;404014;triallist;BMPs/Ok.bmp;BMPs/Uk.bmp;BMPs/Cu.bmp;BMPs/Hc.bmp;BMPs/Ma.bmp;BMPs/Fc.bmp;BMPs/Oe.bmp;BMPs/Ec.bmp;BMPs/Nk.bmp;N;K;540.0;1.0;22.0;;;;71;28
